id,price
0,6.834851172525751
1,6.9115565505775
2,8.245101768290047
3,6.765888028330092
4,7.789313444553202
5,8.495555615517393
6,6.359518622764863
7,8.487896233679379
8,7.809480156547758
9,7.5772473295039156
10,7.2040459572222915
11,7.213519026839971
12,8.346732034938103
13,6.17008091306454
14,6.7188171991257715
15,6.197314338914019
16,7.825339586884246
17,8.33331146917867
18,9.336318536198588
19,6.413332256029496
20,7.805566063384422
21,6.331751754736225
22,8.71699680193802
23,9.616870722151099
24,6.848210643966165
25,8.42189935159286
26,7.869135691034168
27,8.591180539700757
28,8.558581764208187
29,9.526381755555352
30,8.37421084691318
31,7.0910785050923355
32,8.094286437917154
33,7.415598855007096
34,7.5853355236410875
35,7.5203842622398644
36,8.249011052136293
37,8.754808807597989
38,6.363369317326699
39,6.11785674834503
40,6.56990239804181
41,8.0811099208917
42,6.350146916363872
43,8.440947503607998
44,7.334010707726312
45,9.270490152068689
46,8.20689822629876
47,8.81586632049862
48,8.67288298013049
49,6.692302581558219
50,6.9246950188584915
51,6.445055444216286
52,9.106361582262489
53,9.020185600699545
54,7.674642571655411
55,8.305605445295374
56,8.81115323252656
57,7.965939836834228
58,6.8567115182654135
59,8.452541018552264
60,8.41418107750027
61,9.432770736619258
62,7.021522038267469
63,8.373463207907463
64,8.513627790644076
65,6.7483695085505895
66,7.380142226069654
67,9.20551196804414
68,7.5693728381829395
69,9.690799509466334
70,8.841194906351507
71,6.7578306496601686
72,7.87888747013871
73,6.503463371818961
74,9.27209124703905
75,8.921921404113387
76,7.64593033841456
77,6.431776463616339
78,9.317174842404702
79,7.4672865304825775
80,9.308075808048901
81,8.307538863414486
82,7.056004087009501
83,8.777441821735847
84,8.385943900311016
85,7.558267891384623
86,8.062014539562556
87,8.75363829344119
88,8.366797146232265
89,7.380808846827102
90,7.229112280780965
91,8.877945532689024
92,8.52436677182207
93,7.308902394394467
94,6.259472049059398
95,9.442856186321254
96,8.334197288417318
97,6.731400530657021
98,9.089172464557416
99,6.291131024359591
100,7.578248208014429
101,9.186533572038922
102,9.310052126267134
103,7.696676363442332
104,8.894876321190514
105,7.9515310824844345
106,6.722449100713699
107,8.674229481839577
108,7.4947199958251876
109,9.059669047779185
110,9.483853978337473
111,7.684501565537729
112,6.704039942122684
113,6.2496734465303145
114,8.971624974878793
115,6.929333890859025
116,8.00514512922147
117,7.301002100152354
118,6.075928621774073
119,8.436041182528834
120,7.568765961459204
121,8.904040150527692
122,8.793634593476376
123,6.783175872088531
124,7.051184245734081
125,8.869202798507997
126,6.576789535850565
127,8.541543342834165
128,7.343643733272698
129,8.63958074035743
130,8.360790610835236
131,8.958583411535436
132,8.130215034270424
133,9.563514644459442
134,6.8846753953580535
135,9.132196085229614
136,7.273455258173288
137,8.79430706804567
138,6.764831289968866
139,6.069142726808227
140,9.618034580491303
141,8.388066030145913
142,6.723063450169248
143,8.254684816275383
144,8.385753302070043
145,9.172214711645125
146,7.809301804656822
147,6.781672871193317
148,7.569406765911634
149,7.80702739686965
150,7.714329348170166
151,6.943763288398604
152,7.538650661580707
153,7.5349319745048655
154,7.995349723515677
155,7.29816072044145
156,9.459397886417454
157,8.379893679666635
158,6.533034688139498
159,8.078947881359019
160,7.678070451873806
161,8.406103729718755
162,8.949070436922785
163,7.059053985390836
164,6.520504630761578
165,7.462970172560884
166,8.786315063897801
167,7.840693922710286
168,6.415610738023856
169,6.882817941067558
170,7.68469275684086
171,8.659284277668363
172,8.317694511869487
173,8.567142031051588
174,7.61711190392964
175,6.888926338113303
176,6.673557894872296
177,8.005111719537721
178,6.56198895533343
179,7.318856265903613
180,8.726023205431764
181,7.688570732352409
182,7.394568005752786
183,7.372590519480635
184,7.007141500019279
185,6.284838001015753
186,9.281928864449062
187,7.775951105464361
188,7.239054627173052
189,6.5992240479677
190,6.080223742253602
191,6.631797110946544
192,7.05856935094834
193,6.874731364127409
194,7.1958814943540625
195,8.408636566310367
196,8.590866476234895
197,8.157562485484142
198,7.203378574091315
199,6.552872923108231
200,6.594405900028548
201,8.665163735429552
202,5.930019571842164
203,6.535095807219276
204,6.422445701508704
205,8.917391709675506
206,9.57057467849813
207,7.551843198417961
208,9.180760690257937
209,7.1612906780673375
210,7.908605703490573
211,6.457437543220956
212,8.395959296830206
213,6.271342510130158
214,6.60633467309477
215,6.97103834693897
216,6.5155127445823995
217,6.7320761206424065
218,9.35172977292559
219,8.41708134797627
220,6.7349668143743395
221,9.290805190230753
222,7.7067069996144015
223,6.590644711335083
224,9.087469333922417
225,8.376669149401087
226,8.64988551173803
227,8.395094505341724
228,8.433369571723638
229,8.431063607647147
230,9.209902049222448
231,7.522389792532656
232,7.8407188297145485
233,8.056631997324281
234,7.126373208785079
235,7.62480484463306
236,6.736521383431727
237,6.673250333365176
238,6.26100722358719
239,8.423944939788976
240,7.929168365696517
241,6.524656657771307
242,9.545316934390959
243,8.081826145631318
244,7.5042097133654
245,7.54394427612808
246,6.626053047539136
247,7.120146728674135
248,8.001973690901766
249,7.284081006115285
250,8.370244520404812
251,8.144073428353483
252,6.753240731675883
253,8.733492851486218
254,9.647467912158017
255,7.696890562776346
